Name,Address,State,County,Phone,Email,Website,Category,Facility_Type,Feedstock,Latitude,Longitude,NAICS_Code,Hours,Accepts_Dropoff,Fee_Structure,Fee_Details,Offers_Payment,Payment_Details
New Leaf Paper LLC,"800 S Broadway, Ste 209, Walnut Creek, CA, 94596",California,,(888) 989-5323,info@newleafpaper.com,http://newleafpaper.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,37.8962760176027,-122.056126977343,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
"New-Indy Containerboard, LLC","3500 Porsche Way, Suite 150, Ontario, CA, 91764",California,,(909) 296-3400,info@new-indycb.com,http://newindycontainerboard.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,34.069757007095,-117.5740250375,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
"Newman & Company, Inc","6101 Tacony Street, Philadelphia, PA, 19135",Pennsylvania,,(215) 333-8700,sales@newmanpaperboard.com,https://newmanpaperboard.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,40.0148583109721,-75.0537136248804,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
"Nittany Paper Mills, Inc.","6395 SR 103 N., Building 5A, Lewiston, PA, 17044",Pennsylvania,,(888) 288-7907,info@nittanypaper.com,http://www.nittanypaper.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,40.5917990163861,-77.5806930277407,562920,"Mon-Fri: 7AM-5PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
North Pacific Paper Company,"3001 Industrial Way, Longview, WA, 98632",Washington,,(800) 426-0866,norpacmedia@norpacpaper.com,http://norpacpaper.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,46.1238160105999,-122.973756027861,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Ox Industries,"600 West Elm Avenue, Hanover, PA, 17331",Pennsylvania,,(800) 414-2476,info@oxindustries.com,https://oxindustries.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,39.8085930197541,-76.9995529656295,562920,"Mon-Fri: 7AM-5PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
PABCO Paper,"4460 Pacific Blvd., Vernon, CA , 90058",California,,(323) 581-6113,dave.evans@pabcopaper.com,http://www.pabcopaper.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,34.0028729820639,-118.228595013837,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Packaging Corporation of America,"1 North Field Court, Lake Forest, IL, 60045",Illinois,,(800) 456-4725,,https://www.packagingcorp.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,42.2412246243289,-87.8890848662188,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Papertec Inc.,"141 Lanza Ave, Building 29, Garfield, NJ, 07026",New Jersey,,(888) 444-9911,sales@papertecinc.com,http://www.papertecinc.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,40.8884950032869,-74.1223740084666,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
"PaperWorks Industries, Inc.","40 Monument Road, Suite 200, Bala Cynwyd, PA, 19004",Pennsylvania,,(215) 984-7000,news@onepaperworks.com,http://www.paperworksindustries.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,40.0079819839486,-75.2154620248896,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Port Townsend Paper Corporation,"100 Mill Road, Port Townsend, WA, 98368",Washington,,(360) 385-3170,sales@ptpc.com,https://www.ptpc.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,48.0938689867472,-122.79716701377,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Republic Paperboard Company LLC,"8801 Southwest Lee Boulevard, Lawton, OK, 73505",Oklahoma,,(580) 510-2200,,https://www.republicpaperboard.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,34.5972580018441,-98.4992689725474,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Royal Paper Converting Inc.,"711 N 17th Ave, Phoenix, AZ, 85007",Arizona,,(800) 258-9007,info@royalpaper.us,http://royalpaper.us/,PaperRecycling Facilities,Paper Recycling Facility,Paper,33.456165987745,-112.094318034171,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Seaman Paper,"35 Wilkins Road, Gardner, MA, 01440",Massachusetts,,(978) 632-1513,,https://www.seamanpaper.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,42.5654433446776,-72.0048643704526,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Smurfit Kappa Forney Mill,"855 East Highway 80, Forney, TX, 75126",Texas,,(214) 515-6400,,http://smurfitkappa.com/ie/locations/united-states/smurfit-kappa-forney-mills,PaperRecycling Facilities,Paper Recycling Facility,Paper,32.7403620177603,-96.4413809852867,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
"Southeastern Paperboard, Inc.","100 South Harris Road, Piedmont, SC, 29673",South Carolina,,(864) 277-7353,,http://www.southeasternpaperboard.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,34.7282119955534,-82.3812659654679,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
ST Paper LLC,"106 E. Central Avenue, Oconto Falls, WI, 54154",Wisconsin,,(920) 846-3411,info@stpaperllc.com,https://www.stpaperllc.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,44.8725709947165,-88.1432769764881,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Twin Rivers Paper Company,"82 Bridge Avenue, Madawaska, ME , 04756",Maine,,(207) 728-3321,info@twinriverspaper.com,https://www.twinriverspaper.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,47.3573290684062,-68.328589130346,562920,"Mon-Fri: 7AM-5PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
UP Paper LLC,"402 West Elk Street, Manistique, MI, 49854",Michigan,,(906) 286-4265,,https://uppaperllc.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,45.9614140821355,-86.2561250593393,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Valley Converting Co.,"South 4th Street, Toronto, OH, 43964",Ohio,,(740) 537-2152,mark@valleyconverting.com,http://www.valleyconverting.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,40.461334644675,-80.6011172189715,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
Verso Corporation Duluth Mill,"100 North Central Avenue, Duluth, MN, 55807",Minnesota,,(218) 628-5100,,https://www.versoco.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,46.7357479998543,-92.1615929585702,562920,Mon-Sat: 7AM-4PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
WestRock Company,"1000 Abernathy Road NE, Atlanta, GA , 30328",Georgia,,(770) 448-2193,,https://www.westrock.com/,PaperRecycling Facilities,Paper Recycling Facility,Paper,33.934120002172,-84.3544910309624,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,Yes,May pay for large quantities of clean paper/cardboard
77 Recycling,"99 Parker St, Clinton, MA, 01510",Massachusetts,,(978) 235-2185,,http://77recycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.4254809424399,-71.6890516093416,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Aaron Industries Corp.,"20 Mohawk Drive, Leominster, MA, 01453",Massachusetts,,(978) 534-6135,info@aaroninc.com,http://www.aaroninc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.5267032359387,-71.7355869299432,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Accel Polymers LLC,"2 Cityplace Dr, St. Louis, MO, 63141",Missouri,,(314) 812-4878,sales@accelpolymers.com,https://accelpolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,38.6731279868042,-90.4414570287062,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
ACE Plastic Inc.,"7942 North 3350 East Road, Chatsworth, IL, 60921",Illinois,,(815) 635-3737,sp@aceplasticinc.com,http://www.aceplasticinc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.7463450081397,-88.2861569934926,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"ACI Plastics, Inc","2945 Davison Road, Flint, MI, 48506",Michigan,,(810) 767-3800,AMelton@aciplastics.com,https://www.aciplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,43.0347209996706,-83.6522420233358,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Adams Plastics,"1125 Carnegie Street, Rolling Meadows, IL, 60008",Illinois,,(224) 248-8019,sales@adamsplastics.com,http://www.adamsplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.0974459834851,-88.0286690350756,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Advance Drum Service, Inc.","1835 Dickerson Drive, Mableton, GA, 30126",Georgia,,(404) 699-7048,joe@advancedrum.com,http://www.advancedrum.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,33.8075810083224,-84.5006430076903,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Alandro Plastic Resources LLC,"4901 Foust Rd, Brownsville, TX, 78521",Texas,,(956) 545-1121,info@alandro.net,http://www.alandro.net/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,25.9570600085273,-97.3931010863572,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"AlEn USA, LLC","14825 Northwest Freeway, Suite 500, Houston, TX, 77040",Texas,,(800) 615-3191,qcsupport.na@alenusa.com,https://www.alenusa.com/en/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,29.866679990602,-95.5428419707077,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Alloy Exchange, Inc.","300 Rockford Park Dr. NE, Rockford, MI, 49341",Michigan,,(616) 863-0640,bart@alloyexchangeinc.com,http://www.alloyexchangeinc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,43.1404129849469,-85.5530839904924,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Alpha Omega Plastics, Inc.","1099 Touhy Avenue, Elk Grove Village, IL, 60007",Illinois,,(847) 956-8777,,http://www.alphaomegaplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.0070819845457,-87.9714349694417,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Al's Plastics, Inc.","1011 Walnut Ave, Pomona, CA, 91766",California,,(909) 628-8003,sales@alsplastics.com,http://www.alsplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.0239139897861,-117.735176010865,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Aqua Plastics Inc.,"1474  17th Street NE, Hickory, NC, 28601",North Carolina,,(828) 324-6284,randall@aquaplasticsusa.com,http://aquaplasticsusa.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,35.7477159964609,-81.3004870253152,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
ASI Recycling Inc.,"3865 Symmes Road, Hamilton, OH, 45015",Ohio,,(513) 889-1000,info@asirecyclinginc.com,https://asi-recycling-inc.business.site/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.3431539830488,-84.4928760009319,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Astro Industries, Inc.","901 Industrial Pkwy., West Monroe, LA, 72191",Louisiana,,(318) 396-2688,jim@astroindustriesus.com,https://www.astroindustriesus.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,32.516647010351,-92.2848220226749,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
B&B Plastics Inc.,"3040 N. Locust Ave., Pialto, CA, 92377",California,,(909) 829-3606,info@bbplasticsinc.com,http://www.bbplasticsinc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.1542159971568,-117.410857964964,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
B&L Polymer Processing,"4330 N 39th Ave, Phoenix, AZ, 85019",Arizona,,(602) 415-9229,info@blpolymer.com,http://blpolymer.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,33.4998989866581,-112.143401034243,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"B. Schoenberg & Co., Inc.","345 Kear Street, Yorktown, NY, 10598",New York,,(914) 962-1200,bschoenbergco@hotmail.com,http://www.bschoenberg.info/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.2705626437769,-73.782275521095,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Ballyhoo Plastics LLC,"430 South Padre Island Drive, Corpus Christi, TX, 78405",Texas,,(361) 233-3819,sales@ballyhooplastics.com,http://www.ballyhooplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,27.759079019427,-97.461840984161,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Bata Plastics Inc,"1001 40th St. SE, Grand Rapids, MI, 49508",Michigan,,(616) 452-5300,bataplastics@gmail.com,http://www.bataplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.8931750044661,-85.6410939738346,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Bioplastic Recycling,"525 S Hewitt St, Los Angeles, CA, 90013",California,,(866) 738-7315,,https://www.bioplasticrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.0409520100993,-118.235513017623,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Birch Plastics Inc,"5957 South Loop East, Houston, TX, 77033",Texas,,(713) 433-1898,,https://www.birchplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,29.6916379824709,-95.3300550372014,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Blue Ocean Plastics, LLC","5500 Walworth Ave, Cleveland, OH, 44102",Ohio,,(216) 485-3355,,http://blueoceanplastics.net/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.4729270159607,-81.7243939832432,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Boyne Country Plastics, Inc.","04260 Old Mackinaw Trail, Boyne Falls, MI, 49713",Michigan,,(231) 549-2006,,http://www.boynecountryplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,45.1415189845217,-84.9022950068593,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
C4 Polymers,"16625 Wren Road, Chagrin Falls, OH, 44023",Ohio,,(440) 543-3866,sales@c4poly.com,http://www.c4poly.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.4165430010373,-81.3450950111007,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
California Plastic Partners,"10560 Elm Ave, Suite 1B, Fontana, CA, 92337",California,,(909) 202-4467,,https://www.capolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.0622107576704,-117.466949085307,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Canusa Hershman Recycling Company,"45 Northeast Industrial Road, Branford, CT, 06405",Connecticut,,(203) 488-0887,,http://chrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.3007900078319,-72.7673260368255,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
Cardinal Recycling Company,"2600 Beyer Road, Morris, IL, 60450",Illinois,,(815) 416-1500,cardinal@cardinalrecycling.com,https://www.cardinalrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.3842310157531,-88.446204992219,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Cedar Poly, LLC","200 Commerce Blvd, Tipton, IA, 52772",Iowa,,(563) 886-2811,recycle@cedarpoly.com,http://cedarpoly.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.7622830121602,-91.1272279690612,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Central States Reprocessing, LLC","4121 NW 37th Street, Lincoln, NE, 68524",Nebraska,,(402) 470-0007,contact@csrlnk.com,http://csrlnk.com/index.htm,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.8547839945437,-96.7741280406593,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Champion Polymer Recycling,"2600 Corporate Drive, Winchester, KY, 40391",Kentucky,,(859) 745-6781,,https://www.infiltratorwater.com/champion-polymer/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,38.0236799819506,-84.1777649727546,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Choice Plastics, Inc","5338 Shoreline Drive, Mound, MN, 55364",Minnesota,,(952) 472-3070,dan.mayer@choiceplastics.com,http://www.choiceplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,44.9369520158215,-93.6587970022386,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
CipherWaste Polymers LP,"1130 Enclave Parkway, Houston, TX, 77077",Texas,,(281) 946-8090,sales@cipherwaste.com,https://cipherwaste.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,29.7674719941651,-95.6225559653819,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Clean Tech, Inc.","500 N. Dunham Street, Dundee, MI, 48131",Michigan,,(734) 529-2475,,,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.9621619824144,-83.6528450174503,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Clear Path Recycling, LLC","3500 Cedar Creek Road, Fayetteville, NC, 28312",North Carolina,,(877) 387-3738,rpetsales@clearpathrecycling.com,http://www.clearpathrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.9814040190454,-78.7801489880216,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Commercial Plastics Recycling, Inc.","1920 Tampa East Blvd, Tampa, Fl, 33619",,,(813) 248-4212,,http://www.cprinc.net/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,27.9619970163154,-82.362086997536,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Concord Plastics, Inc","225 Jaycee Drive, West Hazleton, PA, 18202",Pennsylvania,,(570) 453-0803,lsampson@concordplasticsinc.com,http://www.concordplasticsinc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.9720010128674,-76.0156079735679,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Conigliaro Industries, Inc.","701 Waverly Street, Framingham, MA, 01702",Massachusetts,,(508) 872-9668,sales@conigliaro.com,https://conigliaroindustries.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.2739672298887,-71.4275621303485,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Continental Recycling LLC,"300 East Parker St, Graham, NC, 27253",North Carolina,,(919) 749-9000,info@continentalrecyclingusa.com,http://continentalrecyclingusa.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,36.0791820036616,-79.3970050101154,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Corporate Grind LLC,"8701 Torresdale Ave, Philadelphia, PA, 19136",Pennsylvania,,(609) 352-3530,info@corpgrind.com,http://corpgrind.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.0439090002533,-75.0079929898531,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
CT Polymers,"1851 Fox Farm Road, Warsaw, IN, 46580",Indiana,,(574) 549-9286,info@ctpolymers.com,https://ctpolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.2574830191478,-85.8682999600974,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
CTC Plastics,"401 North Keowee Street, Dayton, OH, 45404-1602",Ohio,,(937) 228-2880,info@ctcplastics.com,http://ctcplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.7697739953966,-84.1779989954913,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Custom Polymers, Inc.","831 E. Morehead St., Suite 840, Charlotte, NC, 28202",North Carolina,,(704) 332-6070,,http://www.custompolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,35.2143050056018,-80.8444600276856,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Cycle Tex, Inc.","702 S. Thornton Ave., Dalton, GA, 30720",Georgia,,(706) 226-1116,,http://www.cycletex.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.7627679839557,-84.9719460238571,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
DAK AMERICAS,"1561 NW 11th Street, Richmond, IN, 47374",Indiana,,(706) 857-0118,,,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.8526280186384,-84.9167459946669,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
DAK AMERICAS,"4030 Pottsville Pike, Reading, PA, 19605",Pennsylvania,,(706) 857-0118,,,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.396848018466,-75.9372500031894,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
DAK Americas LLC,"7621 Little Ave., Suite 500, Charlotte, NC, 28226",North Carolina,,(704) 940-7500,ap.us@alpekpolyester.com,https://www.dakamericas.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,35.0890059885984,-80.8471149955163,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Delta Plastics,"8801 Frazier Pike, Little Rock, AR, 72206",Arkansas,,(501) 490-0395,recycling@deltaplastics.com,http://www.deltaplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.7059219166198,-92.1777658407473,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Deltco Plastics, Inc.","601 Industrial Park Rd., Ashland, WI, 54806",Wisconsin,,(715) 682-9007,,http://www.deltcoplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,46.6046710017159,-90.8388979597198,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Denton Plastics, Inc","18811 NE San Rafael St, Portland, OR, 97230",Oregon,,(503) 257-9945,mdenton@denplas.com,http://www.dentonplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,45.5380439830656,-122.469556975397,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Direct Polymers, LLC","3600 E. 48th Ave., Denver, CO, 80216",Colorado,,(303) 835-1202,sales@directpolymers.com,https://www.directpolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.7831549913545,-104.944597959958,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Discover Plastics,"13251 George Weber Drive, Rogers, MN, 55374",Minnesota,,(763) 593-0160,nicole@discoverplastics.com,http://www.discoverplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,45.1950029866748,-93.5409590106183,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
DMS Recycling LLC,"350 Pittsburgh Ave, Mt Vernon, OH, 43050",Ohio,,(740) 397-0790,eason@dmsrecyclingllc.com,http://www.dmsrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.3809389986009,-82.5006510049572,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Dymetrol Company, Inc.","1305 Seaboard St, Bladenboro, NC, 28320",North Carolina,,(910) 863-3400,sales@dymetrol.com,https://www.dymetrol.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.543418984182,-78.8015250204137,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Eagle Recycling LLC,"510 West Road, Salisbury, MD, 21801",Maryland,,(410) 677-3777,,https://eaglerecyclingllc.net/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,38.3725899869449,-75.6087519859936,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Eastern Recycling Services,"7616 Canton Center Drive, Baltimore, MD, 21224",Maryland,,(410) 477-7500,info@ersmd.com,https://ersmd.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.2999660173898,-76.5176490212406,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
East-Terra Plastics,"9511 W Depot Street, Yorktown, IN, 47396",Indiana,,(317) 252-0287,,http://www.east-terra.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.1682570065223,-85.496904033002,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
Eco2 Plastics,"5300 Claus Road, Riverbank, CA, 95367",California,,(209) 863-6200,,http://eco2plastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,37.7153119853305,-120.921018971559,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
ECOSTAR RECYCLING FACILITY,"6124 McKee Road, Madison, WI, 53719",Wisconsin,,(608) 298-4036,,,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,43.0160109992214,-89.4683110292387,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Effectus Corporation,"10223 Broadway Street, Suite P358, Pearland, TX, 77584",Texas,,(713) 446-5275,info@effectuscorporation.com,http://www.effectuscorporation.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,29.5566390080176,-95.3804799799717,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
